,seller_id,revenues,count_orders,days_last_activity,recency,frequency,monetary_ratio,rfm_score
771,4c18691b6037662be2df78a765d98ab5,3795.41,67,6,1,5,4,3.0
772,4e17c65a516f69d023a2ae78b84f28d6,8963.75,74,8,1,5,5,4.0
773,83deb69e889cf80f82be1dc6d5f2d486,5577.41,42,22,2,5,4,4.0
774,080102cd0a76b09e0dcf55fcacc60e05,6079.9,130,8,1,5,5,4.0
775,a5a1bfcf728ab0e19182959cf0771ee4,2350.85,24,14,1,4,4,3.0
776,eb5b6204dde3a6e03b5f1bb8479f055b,523.02,21,84,3,4,2,3.0
777,1eade46fba20122dc4aefb379f8c636b,4684.83,75,43,3,5,4,4.0
778,efcd8d2104f1a05d028af7bad20d974b,3117.13,51,12,1,5,4,3.0
779,cd6efc47efaabf134f8bdb654e10b4f1,4471.55,32,19,2,4,4,3.0
780,4200ddf1967c5e41e48db62bc6d4b5ac,2376.88,42,138,3,5,4,4.0
781,5882820ef11c4c068eea0677a7a879b4,9925.5,14,83,3,4,5,4.0
782,5f57db27027655e6c6a391601daa0258,98.0,1,729,5,1,1,2.0
783,5058e8c1e82653974541e83690655b4a,17794.06,78,31,2,5,5,4.0
784,784ba75dd9d20200c4caed3d7a77141a,8582.87,24,222,4,4,5,4.0
785,714b9a1332840f257b49f476bea4e341,1499.94,6,163,4,3,3,3.0
786,3d621842b2ed28e2b474132480edac3c,928.91,10,277,4,3,3,3.0
787,994f04b3718c2bab35c2adfa8afecd2a,4543.6,57,24,2,5,4,4.0
788,1c129092bf23f28a5930387c980c0dfc,13761.67,220,23,2,5,5,4.0
789,179d859f51292aac5c10806a356f7af9,448.47,19,24,2,4,2,3.0
790,a36ac007a4d18f865c8d32c3b2402c2d,1359.78,9,362,4,3,3,3.0
791,8f54d64f28a993550aa7943f12572959,2907.3,16,19,2,4,4,3.0
792,ae8bfdbf1c2a2a2dee92d799db0a31c6,339.92,8,523,5,3,2,3.0
793,0d85bbda9889ce1f7e63778d24f346eb,8529.8,58,160,3,5,5,4.0
794,d4a5e99e0dd915df64ba55a7fbd583fd,214.15,6,312,4,3,2,3.0
795,7ecef8194babfec876ca720714327841,1050.3,8,45,3,3,3,3.0
796,9803a40e82e45418ab7fb84091af5231,20152.5,18,13,1,4,5,3.0
797,d9442042130b7fe579d1295f9f4a248f,1000.76,22,357,4,4,3,4.0
798,0c8380b62e38e8a1e6adbeba7eb9688c,25257.64,220,13,1,5,5,4.0
799,3dfd3dc96f7f8598eca74e9ac8a2fa31,201.9,6,137,3,3,2,3.0
800,5011f0d93373a4c5753adf58ca77af8d,2269.08,22,112,3,4,4,4.0
801,0509040ea3fe50071181bbc359eb7738,4415.33,98,32,2,5,4,4.0
802,528bcf6680c36dddf07620bd35b33a6f,969.98,2,321,4,1,3,3.0
803,9baf5cb77970f539089d09a38bcec5c3,6229.65,33,29,2,4,5,4.0
804,d5ba419e26d246a0719437cf37d9b46d,4161.19,35,12,1,5,4,3.0
805,8b2d4ab22f42c5cfc338b846decfda60,706.0,9,14,1,3,3,2.0
806,8b2492b7ff4468839593fafeed55bad9,7310.6,45,35,2,5,5,4.0
807,430315b7bb4b6e4b3c978f9dfa9b0558,3256.4,21,28,2,4,4,3.0
808,7d456afc660226829370f3173d14520c,20519.84,91,13,1,5,5,4.0
809,20d83f3ef0e6925fd74bfd59170babf7,6512.3,54,6,1,5,5,4.0
810,fffd5413c0700ac820c7069d66d98c89,9694.52,61,8,1,5,5,4.0
811,6481e96574816ead57975da2c0f6d80d,4800.7,43,37,2,5,4,4.0
812,89f69225956f951295ca4c7fb1266553,1271.3,12,20,2,4,3,3.0
813,2c2c9832d1bb38c5b0034a3b47d313ee,49.9,1,729,5,1,1,2.0
814,caa9bc43a9fe8cf9c564ddd8a03cc4a6,983.85,14,7,1,4,3,3.0
815,3492e68f37fd1df87f4f2f2ea247f445,887.84,9,26,2,3,3,3.0
816,ec8879960bd2221d5c32f8e12f7da711,4062.4,36,145,3,5,4,4.0
817,a8739afb32aaa45e01815ca76f76f54b,374.77,15,28,2,4,2,3.0
818,89bc797e2e29667aa035d4368f9b7f92,542.9,20,511,5,4,2,4.0
819,3a734b715d333a2588a3d54a0c9b8746,4275.52,24,232,4,4,4,4.0
820,5721089ba9214e80074f27d5a03fc0eb,335.89,7,216,4,3,2,3.0
821,e9d99831abad74458942f21e16f33f92,6913.63,149,8,1,5,5,4.0
822,aded58c8142dedc5494a81f948431fab,509.28,5,133,3,2,2,2.0
823,ad738d3fcf42655ed15c4960b7b6c601,65.0,1,729,5,1,1,2.0
824,afa6714acee029b2dfdf357e5579cc03,3400.74,17,14,1,4,4,3.0
825,6e4a902d1054e4e17aa6eab87fac1c75,684.35,8,13,1,3,3,2.0
826,968268a686aa05d1f529fb07dff08130,4677.29,12,24,2,4,4,3.0
827,a49928bcdf77c55c6d6e05e09a9b4ca5,10454.79,106,99,3,5,5,4.0
828,3a1a1fec38dd360f15fc912e821e169d,2073.38,15,121,3,4,4,4.0
829,4736e9d642ef4257cd7622516931eb51,1676.81,20,9,1,4,3,3.0
830,b347677812ea483b0f528eaf8cbc09b7,7368.89,21,73,3,4,5,4.0
831,a425f92c199eb576938df686728acd20,1308.7,19,35,2,4,3,3.0
832,0ed6ce5d87fd9c69eaacaeb778d67235,2141.42,43,13,1,5,4,3.0
833,c84592044b180dec206770c38603814b,511.94,15,104,3,4,2,3.0
834,63ffcb71394dd8ea3872ed9ffda17c74,399.0,17,400,4,4,2,3.0
835,f41ce2e25237f9092cd8e6e7516c7a2f,2170.7,28,259,4,4,4,4.0
836,778323240ce2830d68aab11794e00bfb,189.98,3,35,2,2,2,2.0
837,d66c305afaec317ebee552073a674429,5371.62,47,472,4,5,4,4.0
838,fc99f99385ae90f66f01733856fb88c9,89.9,1,729,5,1,1,2.0
839,02a2272692e13558373c66db98f05e2e,54.98,2,544,5,1,1,2.0
840,26d6bbee02420494d471c9f6436929c0,498.49,13,9,1,4,2,2.0
841,cc63f0dd2acba93ffed4fe9f8e0321fa,9006.25,63,10,1,5,5,4.0
842,bd23da7354813347129d751591d1a6e2,11009.09,90,17,1,5,5,4.0
843,a080fc8a850289b27500f6b49cca2553,383.0,4,70,3,2,2,2.0
844,b839e41795b7f3ad94cc2014a52f6796,49621.0,36,9,1,5,5,4.0
845,b18dc380845b24038cfc48006478f099,13099.06,54,31,2,5,5,4.0
846,8a2d12a90e92f012ce5226fc6592b653,1660.65,18,10,1,4,3,3.0
847,3785b653b1b82de85ab47dd139938091,2335.79,24,33,2,4,4,3.0
848,bca9230d3bbb4efa51872bf605a2f1ad,117.57,5,7,1,2,1,1.0
849,457fe919b032a3f7dadba6fb92cf7855,1610.29,12,28,2,4,3,3.0
850,5d3bb11474a06bdc23fb9e89f1164ee0,3794.2,32,21,2,4,4,3.0
851,33576ec5412fb5905d876f12f33bfde6,2876.0,32,71,3,4,4,4.0
852,3f8034bfc6b8b4135534975d49f04c63,1893.9,16,467,4,4,4,4.0
853,5a413ade68e8f8d93071a7f52a64cb9e,778.9,14,5,1,4,3,3.0
854,ac6417315ae5da8f9a38ee11de6f7780,788.9,8,160,3,3,3,3.0
855,fac35d150712afb921ec59ac5f39bb11,924.0,6,49,3,3,3,3.0
856,2a7dc43cecabf23403078e2188437d1d,5057.51,54,92,3,5,4,4.0
857,f419677537694f0462a91990df6ca44f,220.5,6,173,4,3,2,3.0
858,f62d7bb4a613ec758a03342d46b580b2,24665.0,32,25,2,4,5,4.0
859,bf84056e679dbe9c69929847a40e338f,2418.26,40,127,3,5,4,4.0
860,a888faf2d1baececa6baf9c3d603ee1f,18155.8,55,124,3,5,5,4.0
861,2f9b7ce230a057a98a9f5df5893ee36c,141.82,2,442,4,1,1,2.0
862,aac29b1b99776be73c3049939652091d,11199.31,138,26,2,5,5,4.0
863,99002261c568a84cce14d43fcffb43ea,4117.0,36,21,2,5,4,4.0
864,ce7d1888639e6fb06b2749cbfdac1ff7,14118.68,84,16,1,5,5,4.0
865,ec80e49e69745ab6c14f984bf2149423,3709.0,12,12,1,4,4,3.0
866,3f3486b61f45078d4f31ee5e43d8c5bb,3829.73,40,17,1,5,4,3.0
867,5b0cc932433fa5184b5b94bfe6bcc256,2357.8,17,32,2,4,4,3.0
868,1690cada046eb7e92c12f98b1f8a8167,1959.0,11,24,2,3,4,3.0
869,b494891378bd8f4560abe576c52deacd,3457.6,22,14,1,4,4,3.0
870,2ba91c7ad80ff88b23b7db823b43c233,740.4,6,86,3,3,3,3.0
871,f3295428338a40977a03f555246a70f4,644.98,7,210,4,3,3,3.0
872,e8b3a3a38279a82f0e5d006d5e5b7d2c,14803.69,92,182,4,5,5,5.0
873,2b1a40c1daabc6ca280c4b815c101841,23394.24,35,79,3,5,5,4.0
874,4dc646b9b9e8e411ef48ba000ea3ac6f,406.0,5,18,2,2,2,2.0
875,d8c7ba53e7e38711eaef8c2849d6d2e1,1207.77,22,13,1,4,3,3.0
876,3ade81dab5a172b88e1871c28ae05260,6490.5,32,9,1,4,5,3.0
877,8e8a7ce9f2f970dc00e2acf6f6e199f6,9359.0,66,13,1,5,5,4.0
878,9aa388272ee334b6ae07bc73706e254a,1068.44,7,17,1,3,3,2.0
879,d180e07dc1e58c31c3f0cd599dc4d945,58.8,1,729,5,1,1,2.0
880,b5e3e38609125694d2ea2417522a60b7,1175.02,17,349,4,4,3,4.0
881,3df020b72d3d44b3af9d110fa3940b65,13070.1,101,15,1,5,5,4.0
882,6f892e20a171e98efe17fdb971ff319b,8428.3,53,260,4,5,5,5.0
883,ff1e15b778c700abdd4d239b81ac466d,414.3,7,18,2,3,2,2.0
884,534a01cc6df1e034e05c32028a291fa2,235.59,5,315,4,2,2,3.0
885,ef990a83bbea832f36ebe81376335aa8,5632.6,44,22,2,5,5,4.0
886,40d54b51e962dbe09cabbcfd33298dee,6967.56,31,9,1,4,5,3.0
887,c33a5c3c983090c8b78a28e65052a20d,666.0,9,71,3,3,3,3.0
888,45ba18c210d42734ec52c0c1c574e9ee,5779.84,41,11,1,5,5,4.0
889,60562ab00b8054280520d390c8c0045c,2943.0,17,31,2,4,4,3.0
890,c878515173c84a492ebe50d6b493230b,1147.82,10,292,4,3,3,3.0
891,8f2ce03f928b567e3d56181ae20ae952,32185.3,175,10,1,5,5,4.0
892,47efca563408aae19bb7206c2d969ea9,2701.9,12,11,1,4,4,3.0
893,c510bc1718f0f2961eaa42a23330681a,12251.0,13,21,2,4,5,4.0
894,688756f717c462a206ad854c5027a64a,9012.79,101,12,1,5,5,4.0
895,512d298ac2a96d1931b6bd30aa21f61d,7556.79,12,17,1,4,5,3.0
896,9a84ba99f5367fdbd4598363496f1ea2,2284.98,16,62,3,4,4,4.0
897,6179a28a13a726c29b3bf54c070dccab,600.0,2,370,4,1,2,2.0
898,66e0557ecc2b4dbea057e93f215f68d8,12480.0,31,203,4,4,5,4.0
899,8cbac7e12637ed9cffa18c7875207478,4615.17,82,7,1,5,4,3.0
900,9906e7aa42a3c067b7c9a564d01c4320,5102.2,16,13,1,4,4,3.0
901,788e857f317e53de488d393e65a80f45,1210.0,11,12,1,3,3,2.0
902,5f3ae9136c875522250f8184f253413a,1312.05,46,12,1,5,3,3.0
903,e067ad2c1c0b48758eb1b5228bcf7a68,5921.85,61,21,2,5,5,4.0
904,3c010235b7345c92f125d14ee232a76b,3578.0,15,19,2,4,4,3.0
905,ce248b21cb2adc36282ede306b7660e5,15662.1,66,30,2,5,5,4.0
906,fb89df7f89fd1b8f03fa2acca1ba7364,2530.0,25,16,1,4,4,3.0
907,d57e18d5f73c7ccb7f7339b61166898d,3386.9,63,13,1,5,4,3.0
908,1dcfa3835714681d4ba4a93bc1e0fd41,1622.1,15,154,3,4,3,3.0
909,4bfc7a4a1cf8d4d2121c27422d9e50b5,22807.2,40,12,1,5,5,4.0
910,be9a160a9011f627c3e121d076c1ec7b,2934.0,7,269,4,3,4,4.0
911,5a05a16bb50629ee31afab8a6d4c2674,897.3,15,63,3,4,3,3.0
912,08ad4ac1388e4420ca531c3edfc46198,292.6,7,16,1,3,2,2.0
913,318f287a62ab7ac10b703ac37435a231,4415.46,62,10,1,5,4,3.0
914,e88165a185134e13fdfc85d4fa654db8,108.0,2,77,3,1,1,2.0
915,e09887ca8c7bf8a4621ce481820414ef,159.94,4,293,4,2,1,2.0
916,939e6227d6964a11a70aa91243e418f2,425.0,4,9,1,2,2,2.0
917,3dbbce181edfaa4a597ec858c382d2ec,1155.5,20,269,4,4,3,4.0
918,d197aa8fbc64087f61984deef05f6227,656.37,7,13,1,3,3,2.0
919,739c7d7be81f63812dea0d1b1451c651,77.5,2,110,3,1,1,2.0
920,75745ef7bc7d4f3ea3380f6f5303f514,228.4,3,514,5,2,2,3.0
921,94e93ce877be27a515118dbfd2c2be41,6869.57,35,355,4,5,5,5.0
922,dfc5fb7259bb2b599ca565e6e9448f0f,7173.71,34,28,2,4,5,4.0
923,9a1aea68d3efa00862ec88c0768037d0,1629.0,8,46,3,3,3,3.0
924,96493fab2fbb13a14d0c0e8772eef5c3,19385.0,64,90,3,5,5,4.0
925,10264f60a8f0a4d2f30810f5c661c673,284.6,4,40,2,2,2,2.0
926,7dc8c42cc750eeafea6c85712ffee9bf,9550.58,50,6,1,5,5,4.0
927,3078096983cf766a32a06257648502d1,10065.2,64,117,3,5,5,4.0
928,f181738b150df1f37cb0bd72e705b193,5579.4,37,12,1,5,4,3.0
929,a00824eb9093d40e589b940ec45c4eb0,9399.97,3,147,3,2,5,3.0
930,44073f8b7e41514de3b7815dd0237f4f,21050.94,153,26,2,5,5,4.0
931,62760d278921b5f352461620d68a9cee,397.0,3,573,5,2,2,3.0
932,6ddc28b61be28373b4503a1f61cf98a9,1880.9,11,19,2,3,4,3.0
933,6cf476a4ca74498db55cbccdaa9dcfb6,989.91,7,460,4,3,3,3.0
934,06bb3a2fe5e7b7a845b13e8fb91bd944,1669.59,18,61,3,4,3,3.0
935,c8b3445d737de6befde0c88ede534a5e,4317.62,36,68,3,5,4,4.0
936,723cd880edaacdb998898b67c8f9da30,2602.43,12,14,1,4,4,3.0
937,0c7533c71df861ec58ad7ff999ed0e8d,4595.3,73,37,2,5,4,4.0
938,5c3460cd3e8a984382ae254e7dd20d9f,833.74,10,18,2,3,3,3.0
939,9c690ceacd5c66731bf443ea810195cb,1047.4,12,28,2,4,3,3.0
940,d93844a9c55ba7ce353388bcf849ea56,3328.1,14,127,3,4,4,4.0
941,b55638ad525e906c698fa2ce742c1742,1204.8,12,26,2,4,3,3.0
942,08f5819815f3d06545011850bd70f0a8,452.0,3,22,2,2,2,2.0
943,f44b6f775a2b390380e0e30b5c9d3eee,3089.99,10,8,1,3,4,3.0
944,bc302730ea8cf49b5c74f579febb5bbf,2640.9,11,32,2,3,4,3.0
945,a1544b9ea0b2390e020537d4daa89049,841.2,8,84,3,3,3,3.0
946,55f7a3319d80f7fdf078b8f03e6725fe,3013.78,22,12,1,4,4,3.0
947,26e2c91ef821e1ff8985f408788fe35b,2234.0,14,41,3,4,4,4.0
948,b410bdd36d5db7a65dcd42b7ead933b8,7726.9,44,13,1,5,5,4.0
949,08cdbae123ff67ca4e36d9d641ce0119,5858.99,6,36,2,3,5,3.0
950,09bad886111255c5b5030314fc7f1a4a,487.5,5,7,1,2,2,2.0
951,ec933281fb017b5020d06df29c3f77e8,1432.0,8,35,2,3,3,3.0
952,d1c7fa84e48cfa21a0e595167c1c500e,1197.5,12,42,3,4,3,3.0
953,aaed1309374718fdd995ee4c58c9dfcd,10377.55,112,33,2,5,5,4.0
954,05f51e13da97139648b8125c31e5f51b,15666.41,63,164,4,5,5,5.0
955,6a38087bc8ad4f89ff453561005f6dea,3412.73,22,17,1,4,4,3.0
956,28c7d8743fbc8679f484868cc0fcaefb,201.5,3,24,2,2,2,2.0
957,7ade73f1b9b4e965f9009a4c3a7e2c15,1984.45,28,23,2,4,4,3.0
958,4ebdc7e6cd6102a022dadc49156d4ea8,1128.4,32,46,3,4,3,3.0
959,2a61c271b1ac763450d846849783e922,3208.58,23,199,4,4,4,4.0
960,01c97ebb5cdac52891c0ed1c37ba0012,933.1,12,34,2,4,3,3.0
961,4559697a8f7e637227c2eeaed843baff,3696.0,42,68,3,5,4,4.0
962,1f867308a0ce13133a4e639ff4de0c02,1140.6,13,93,3,4,3,3.0
963,6dd7dce75cd55c1ce255dc38d9f0cd46,75.0,1,729,5,1,1,2.0
964,28f10b1c5e5abb9d4857745bede6147c,835.0,28,17,1,4,3,3.0
965,81a1104df0f08b59c68aa5b03cfe398e,9420.88,73,140,3,5,5,4.0
966,acb6c2ca5c82411c1fdb88d5fd5eb95e,431.66,11,33,2,3,2,2.0
967,3ca08eeb8d5595949fed424bd3677742,1768.87,14,238,4,4,4,4.0
968,02ecc2a19303f05e59ce133fd923fff7,7208.59,24,13,1,4,5,3.0
969,9d681c7e12db302cb261e721040dde65,845.4,14,30,2,4,3,3.0
970,4c03b9dd4c11ee2cb35c96c49efc9420,6513.6,48,332,4,5,5,5.0
971,1d4587203296c8f4ad134dc286fa6db0,3006.09,43,7,1,5,4,3.0
972,e644cbadf7eeb30d0d29f335ce7d52ec,1538.84,10,13,1,3,3,2.0
973,4e7c18b98d84e05cbae3ff0ff03846c2,10392.8,89,53,3,5,5,4.0
974,30829ded4523ab9224b93bc49a62c95f,15152.45,31,11,1,4,5,3.0
975,55c96925041a14097b6a7825554f4ad5,1273.2,10,231,4,3,3,3.0
976,1f1bb1f0859883505541bdd6606193e5,18519.82,29,36,2,4,5,4.0
977,bba74270a87732727b5a3b4fd9ac1c39,6791.43,41,95,3,5,5,4.0
978,8c351ed7c326c62123318f4f3246e906,114.9,2,16,1,1,1,1.0
979,a44fb5a447105f8469bdf16bf9159f25,3706.1,19,31,2,4,4,3.0
980,23a0ffca143a15b9b5bbdb7d552f626a,4208.39,24,20,2,4,4,3.0
981,73a63f72308aa20a46f4b1632018f196,21634.7,41,33,2,5,5,4.0
982,aac51c486b672a9850d59f3e84b1cf88,918.88,13,10,1,4,3,3.0
983,e601b04acf48b4576e73ddca9481f0dc,627.64,16,7,1,4,3,3.0
984,3a4127e1ba7208ea37044c5092aae170,2219.6,6,18,2,3,4,3.0
985,817f85dbb65aa3e70831d90fe75cdf89,1552.27,11,537,5,3,3,4.0
986,c26a2be5b53b7db6b276280da212a779,13966.0,18,31,2,4,5,4.0
987,bc07d855eac23aab5ac8a120f21d16b2,1427.87,13,22,2,4,3,3.0
988,7adbd3210a7b3cc2235e225eef33574d,131.9,3,23,2,2,1,2.0
989,6bb62a4912377c7bfe7cb17b406bc7e6,1443.05,6,20,2,3,3,3.0
990,f76a3b1349b6df1ee875d1f3fa4340f0,4296.51,24,17,1,4,4,3.0
991,404e1ba01358af4cd63f679b2c4d1fa1,672.9,12,18,2,4,3,3.0
992,32f1bb9dfa65bc7df5c0d9d95a616be4,316.19,6,26,2,3,2,2.0
993,9616352088dcf83a7c06637f4ebf1c80,6421.8,98,12,1,5,5,4.0
994,76ea5315acb3f5f7ade3cd261faf922a,1261.06,15,15,1,4,3,3.0
995,ed4311e67debd72b8610a5347a743087,3756.0,26,6,1,4,4,3.0
996,9e94fa26a70ede4d26226e918e8706a2,62.8,1,729,5,1,1,2.0
997,febab0275244b9a49a623f0bd613ca2f,9917.89,129,17,1,5,5,4.0
998,78c99c6dff4eeae5be99bf635ed21e3f,2831.35,39,381,4,5,4,4.0
999,7357b52d27cbaa90f81a96cbc1279396,1328.02,12,12,1,4,3,3.0
1000,7d76b645482be4a332374e8223836592,4458.05,187,20,2,5,4,4.0
1001,18e694e0e48ed6f7aa3f24aade5fd697,887.28,34,8,1,4,3,3.0
1002,5a93f3ab0ef4c84ed5e1b5dbf23978bc,2516.79,44,184,4,5,4,4.0
1003,698f5fa55a5f73d0740e9d9a773e8093,192.0,6,82,3,3,2,3.0
1004,7238a95bb63ef7e498389fb863b834a1,2265.7,15,18,2,4,4,3.0
1005,fc38b5dceee1a730fad8853453437fbd,119.2,5,262,4,2,1,2.0
1006,257e61d3251fb5efb9daadddbc2cf7ca,7729.0,12,19,2,4,5,4.0
1007,655220df33262c7e0c4949a147366f94,3079.0,15,112,3,4,4,4.0
1008,05730013efda596306417c3b09302475,952.0,4,12,1,2,3,2.0
1009,4324dd16853115efb0fd9d0d131ba6f4,1888.17,18,181,4,4,4,4.0
1010,dbd66278cbfe1aa1000f90a217ca4695,6849.24,99,11,1,5,5,4.0
1011,850913d59ce317156b00f3705f1c3edb,3118.7,34,38,2,4,4,3.0
1012,edc518ba25576a0188a0e8f2c3af186f,1906.88,8,14,1,3,4,3.0
1013,7c4618c82226628831613e95e9c22f44,361.91,13,17,1,4,2,2.0
1014,c66dccfb3f109511246da627dd5a2498,13337.45,45,10,1,5,5,4.0
1015,334cab711dee080b079fa5779b584783,4802.7,26,25,2,4,4,3.0
1016,abcd2cb37d46c2c8fb1bf071c859fc5b,6051.24,52,23,2,5,5,4.0
1017,503c1de08ae81a2d86f17951b204db55,4906.99,22,39,2,4,4,3.0
1018,951e8cef368f09bb3f3d03c00ca4702c,5203.26,71,13,1,5,4,3.0
1019,e81e1f9c3e762e620f3fb60a51499e16,4969.99,18,131,3,4,4,4.0
1020,e38db885400cd35c71dfd162f2c1dbcf,2326.4,32,19,2,4,4,3.0
1021,e96498ed8daaa3e9c23f7a62da76591c,9619.09,34,46,3,4,5,4.0
1022,5f1dc28029d2c244352a68107ec2b542,4877.28,78,80,3,5,4,4.0
1023,8a9260f2b0340411d6d2a56bcf4f7378,1350.0,9,17,1,3,3,2.0
1024,c1d1ebb4745cc43cb6f05e9c8a705c9a,54.49,3,289,4,2,1,2.0
1025,0a85ebe4e328db81ac9109781205e2f7,767.89,12,10,1,4,3,3.0
1026,93bef6edaa84956e8e575016449b6351,115.0,1,729,5,1,1,2.0
1027,01cf7e3d21494c41fb86034f2e714fa1,10869.2,67,189,4,5,5,5.0
1028,3bb548e3cb7f70f28e3f11ee9dce0e59,12395.69,53,25,2,5,5,4.0
1029,3d5d0dc7073a299e31fa718ce1bc00b6,810.7,24,28,2,4,3,3.0
1030,a1bea7061f61f6fdd9a85a6325ba1033,810.95,9,8,1,3,3,2.0
1031,9f50216bfd01913736a55a11b55ea842,1876.49,19,16,1,4,4,3.0
1032,48fb026ed7455a42f5d3e9390ed5088e,592.61,11,273,4,3,2,3.0
1033,720e6cf846ea7572cbb66b743fb91e6c,54.0,1,729,5,1,1,2.0
1034,4342d4b2ba6b161468c63a7e7cfce593,2867.1,20,40,2,4,4,3.0
1035,cea729054f157f5870bdd321a958d994,3042.49,26,21,2,4,4,3.0
1036,d4e12e7884759a14fa0f5f896c791cae,1696.1,32,42,3,4,4,4.0
1037,9596c870880d900012f2e8e6e30d06d7,9337.65,24,28,2,4,5,4.0
1038,1a932caad4f9d804097d7f8e615baed1,11318.0,30,12,1,4,5,3.0
1039,5b664594895aefb418afaee6d40a9a23,1727.4,22,29,2,4,4,3.0
1040,55d3daac7c404d59e51c2aa2f4dc5a23,6746.6,28,17,1,4,5,3.0
1041,e504a4e2efaa45cbff7e268a2c58c956,1518.5,12,19,2,4,3,3.0
1042,ee27a8f15b1dded4d213a468ba4eb391,6499.0,1,729,5,1,5,4.0
1043,2089a6d640999f9b9141ac719b2af596,8895.82,44,48,3,5,5,4.0
1044,0885aaf116795758dfeb5f1032487bcd,3607.97,30,15,1,4,4,3.0
1045,11bfa66332777660bd0640ee84d47006,6361.24,102,11,1,5,5,4.0
1046,e3a386fc36e22064434e1fa256f6a9fa,892.7,17,18,2,4,3,3.0
1047,5cbbd5a299cab112b7bf23862255e43e,3213.64,38,18,2,5,4,4.0
1048,960945e1a9535cbc0cd6ddd35fbe7ae8,3516.53,29,8,1,4,4,3.0
1049,602044f2c16190c2c6e45eb35c2e21cb,4741.97,57,11,1,5,4,3.0
1050,0b35c634521043bf4b47e21547b99ab5,31092.88,78,22,2,5,5,4.0
1051,888faa8bfb0b159c37de6d898b961c31,5098.42,23,12,1,4,4,3.0
1052,79565f7d5603b24ddf07ade262547f2f,385.0,8,467,4,3,2,3.0
1053,29c322e3f09f886f8bacbe91dfbd979e,190.76,2,12,1,1,2,1.0
1054,26af45f5dfd967225a832838aa4e24a3,832.38,11,14,1,3,3,2.0
1055,9b1f656ca3060f8af17a50d8a024b533,123.88,2,40,2,1,1,1.0
1056,0743a0239d764b9a0f959a57d07e36ab,336.96,4,31,2,2,2,2.0
1057,b1b3948701c5c72445495bd161b83a4c,24699.19,18,387,4,4,5,4.0
1058,7a241947449cc45dbfda4f9d0798d9d0,17565.51,72,25,2,5,5,4.0
1059,039e6ad9dae79614493083e241147386,12925.0,5,55,3,2,5,3.0
1060,8d79c8a04e42d722a75097ce5cbcf2ef,3167.42,28,172,4,4,4,4.0
1061,b2ac621f0d0322434d04a12b078b9369,9925.4,30,18,2,4,5,4.0
1062,38102b031c2a15e54623d711bfc753d3,958.7,11,201,4,3,3,3.0
1063,3d4b1ae7539303b5704493798893e82c,1822.0,9,187,4,3,4,4.0
1064,de9727ca376d1be6ec121b110aa7954c,1636.2,12,19,2,4,3,3.0
1065,b39d7fe263ef469605dbb32608aee0af,6470.69,49,11,1,5,5,4.0
1066,2d22fc3089eb907b29ebff50581fb472,317.7,3,130,3,2,2,2.0
1067,1c742ac33582852aaf3bcfbf5893abcf,97.9,1,729,5,1,1,2.0
1068,49067458c68f7701fd334ce326accbe0,2594.85,37,17,1,5,4,3.0
1069,717b78b0950b51ed00b1471d858b0edc,138.6,5,63,3,2,1,2.0
1070,e883aa812c37a7413226856f4579fe91,4496.5,29,17,1,4,4,3.0
1071,7b7ed56ae755e2880f2b69632e839c1e,321.5,5,19,2,2,2,2.0
1072,596849622429351f47b32e6cae1055ff,1439.23,14,13,1,4,3,3.0
1073,3969863bb8af7f72580b3b1ffd3a17b3,889.03,13,20,2,4,3,3.0
1074,54aa8463e87776b5612f4bdc4bd5d4de,649.3,7,561,5,3,3,4.0
1075,28a26ebce31d5918b181ede016fd693b,29.9,1,729,5,1,1,2.0
1076,bbf9ad41dca6603e614efcdad7aab8c4,7846.0,14,72,3,4,5,4.0
1077,ec4608a1f76453166bb312b2968aeaf4,6750.79,35,20,2,5,5,4.0
1078,710e3548e02bc1d2831dfc4f1b5b14d4,25588.18,142,18,2,5,5,4.0
1079,4ba52dfeba874da5b9ee7b17c7494f04,1463.0,11,315,4,3,3,3.0
1080,1dfe5347016252a7884b694d4f10f5c4,2834.29,27,148,3,4,4,4.0
1081,c113b8df1fc375bc3d73d29c1b1144d1,569.0,5,397,4,2,2,3.0
1082,53d00c40e32aeb924a84ce72b1af869d,2328.1,17,30,2,4,4,3.0
1083,28ea411b354f14b1a494be4e79f0ce02,820.0,6,216,4,3,3,3.0
1084,835f0f7810c76831d6c7d24c7a646d4d,6472.6,50,202,4,5,5,5.0
1085,1996942dc085d7773ba77a529b163cd0,3132.51,10,19,2,3,4,3.0
1086,3340ef1913fb70d28420f6ceb685c339,10706.47,42,284,4,5,5,5.0
1087,01fd077212124329bac32490e8ef80d9,2186.0,39,10,1,5,4,3.0
1088,1464afc72f696af775557a821c2e253f,1099.34,30,15,1,4,3,3.0
1089,45213867cefbf2cd4c6177e10216a951,4955.42,14,327,4,4,4,4.0
1090,52562a9f449c3dc3d53f5f5b9ed74903,3266.6,14,142,3,4,4,4.0
1091,0ad80de75c811326389cfb1daba7d45e,1449.4,6,241,4,3,3,3.0
1092,30a81d8cf85fb2ada1b1b094c9583a95,1557.38,20,19,2,4,3,3.0
1093,af4a0e4cfe1d9c26b6712b1be25a72e5,13774.24,26,172,4,4,5,4.0
1094,0aea4c6ae1505b3228ddf3dd7822ee5b,1427.91,8,126,3,3,3,3.0
